,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,pension
5523,42,blue-collar,married,primary,no,704,yes,yes,telephone,31,jul,88,10,-1,0,unknown,0
5524,24,blue-collar,single,secondary,no,476,yes,no,unknown,4,jun,161,1,-1,0,unknown,0
5525,57,retired,married,secondary,no,3738,yes,no,cellular,19,apr,220,1,367,7,success,0
5526,35,unknown,married,primary,no,634,no,no,cellular,7,jul,185,2,-1,0,unknown,0
5527,32,management,single,tertiary,no,1134,no,no,cellular,28,aug,85,4,-1,0,unknown,0
5528,26,blue-collar,single,secondary,no,-128,no,yes,cellular,8,jul,392,2,-1,0,unknown,0
5529,27,technician,married,secondary,no,7102,yes,no,unknown,30,may,141,9,-1,0,unknown,1
5530,47,entrepreneur,divorced,secondary,no,186,no,no,cellular,2,feb,112,2,-1,0,unknown,0
5531,32,blue-collar,single,primary,no,1918,yes,no,cellular,8,may,318,1,172,1,failure,0
5532,48,self-employed,single,unknown,no,0,no,no,unknown,18,jun,453,1,-1,0,unknown,0
5533,43,blue-collar,married,primary,no,250,yes,no,cellular,12,may,144,5,342,16,failure,0
5534,30,student,single,tertiary,no,31,yes,no,cellular,14,may,23,1,-1,0,unknown,0
5535,28,technician,single,secondary,no,631,no,no,cellular,29,apr,835,7,-1,0,unknown,0
5536,32,management,married,tertiary,no,62,yes,no,cellular,14,may,166,1,-1,0,unknown,1
5537,26,self-employed,married,tertiary,no,479,yes,no,cellular,9,feb,133,3,-1,0,unknown,0
5538,38,blue-collar,single,secondary,no,1121,no,no,unknown,18,jun,203,1,-1,0,unknown,0
5539,30,services,single,unknown,no,138,yes,no,cellular,20,apr,187,1,-1,0,unknown,0
5540,33,management,single,tertiary,no,0,yes,no,telephone,5,may,399,2,358,5,other,0
5541,37,services,divorced,secondary,no,239,yes,no,unknown,23,may,140,2,-1,0,unknown,1
5542,47,management,married,tertiary,no,866,no,no,unknown,20,jun,7,7,-1,0,unknown,0
5543,36,technician,married,secondary,no,1466,yes,no,unknown,29,may,441,1,-1,0,unknown,0
5544,48,housemaid,married,secondary,no,3570,no,no,cellular,5,jun,58,2,-1,0,unknown,0
5545,47,technician,divorced,secondary,no,440,no,no,cellular,29,jan,147,1,-1,0,unknown,1
5546,34,entrepreneur,single,tertiary,no,714,yes,no,unknown,12,may,166,4,-1,0,unknown,0
5547,28,blue-collar,married,primary,no,674,yes,no,telephone,14,may,921,4,-1,0,unknown,0
5548,54,housemaid,married,primary,no,127,no,no,cellular,19,aug,176,4,-1,0,unknown,0
5549,33,management,married,secondary,no,588,yes,no,cellular,18,may,11,5,-1,0,unknown,0
5550,41,entrepreneur,divorced,tertiary,no,-413,yes,no,unknown,8,may,170,2,-1,0,unknown,0
5551,41,admin.,single,secondary,no,882,yes,yes,unknown,28,may,145,2,-1,0,unknown,0
5552,42,management,married,tertiary,no,877,yes,no,unknown,14,may,238,1,-1,0,unknown,0
5553,32,admin.,married,secondary,no,337,no,no,cellular,15,may,51,3,368,1,failure,0
5554,47,self-employed,married,tertiary,no,192,no,no,telephone,30,jul,120,6,-1,0,unknown,0
5555,36,technician,married,primary,no,3350,yes,no,cellular,16,apr,86,1,269,3,other,0
5556,34,management,married,tertiary,no,99,no,yes,cellular,3,feb,264,2,-1,0,unknown,1
5557,36,management,married,tertiary,no,806,yes,no,cellular,3,feb,106,2,259,1,failure,0
5558,50,management,married,tertiary,no,6739,yes,no,cellular,14,jul,68,3,-1,0,unknown,0
5559,53,admin.,married,primary,no,228,yes,no,unknown,16,may,97,1,-1,0,unknown,0
5560,49,blue-collar,married,primary,no,-232,no,yes,cellular,11,aug,106,2,-1,0,unknown,0
5561,39,technician,single,secondary,no,556,yes,no,unknown,29,may,322,1,-1,0,unknown,0
5562,47,management,married,tertiary,no,761,yes,no,cellular,11,jul,80,2,-1,0,unknown,0
5563,57,retired,married,primary,no,207,yes,no,unknown,8,may,193,1,-1,0,unknown,0
5564,30,unemployed,married,secondary,no,221,no,no,cellular,8,aug,61,4,-1,0,unknown,0
5565,54,admin.,married,secondary,no,865,yes,no,cellular,17,nov,71,1,-1,0,unknown,0
5566,35,management,single,tertiary,no,0,no,no,cellular,18,aug,276,5,-1,0,unknown,0
5567,47,technician,divorced,secondary,no,1851,yes,no,unknown,19,may,140,2,-1,0,unknown,0
5568,38,entrepreneur,married,secondary,no,-272,no,yes,unknown,17,jun,143,2,-1,0,unknown,0
5569,40,admin.,married,secondary,no,367,yes,no,telephone,5,feb,89,1,274,1,failure,0
5570,51,blue-collar,married,primary,no,0,no,no,cellular,20,nov,85,1,-1,0,unknown,0
5571,51,blue-collar,married,primary,no,230,yes,no,unknown,6,may,673,1,-1,0,unknown,0
5572,57,housemaid,married,primary,no,0,no,no,cellular,13,aug,189,2,-1,0,unknown,0
5573,41,blue-collar,married,secondary,no,1954,no,no,cellular,18,nov,65,1,110,2,success,1
5574,31,entrepreneur,single,secondary,no,379,yes,no,cellular,18,jul,570,2,-1,0,unknown,0
5575,59,retired,single,secondary,yes,-341,no,yes,cellular,14,jul,94,3,-1,0,unknown,0
5576,26,services,single,primary,no,179,yes,yes,cellular,28,jul,333,4,-1,0,unknown,0
5577,41,technician,married,tertiary,no,13,no,no,unknown,5,jun,189,2,-1,0,unknown,0
5578,39,management,married,tertiary,no,839,no,yes,cellular,11,oct,365,2,774,11,failure,0
5579,25,blue-collar,single,secondary,no,192,no,no,telephone,4,jul,112,2,-1,0,unknown,0
5580,33,management,single,tertiary,no,576,no,no,cellular,25,may,220,1,111,2,other,0
5581,35,management,single,tertiary,no,643,yes,no,unknown,23,may,322,1,-1,0,unknown,0
5582,49,management,married,tertiary,no,342,no,no,cellular,30,jan,433,2,228,1,failure,0
5583,31,blue-collar,married,secondary,no,1329,yes,yes,unknown,9,may,134,1,-1,0,unknown,1
5584,40,unemployed,married,secondary,no,219,yes,no,unknown,5,may,357,1,-1,0,unknown,0
5585,32,management,married,tertiary,no,141,yes,no,cellular,4,may,78,3,89,9,success,1
5586,48,admin.,married,secondary,no,1131,no,yes,cellular,8,may,49,1,-1,0,unknown,0
5587,28,student,single,secondary,no,1925,no,no,cellular,26,feb,139,1,93,3,success,0
5588,43,blue-collar,single,primary,no,0,no,no,unknown,9,may,71,3,-1,0,unknown,1
5589,30,blue-collar,single,secondary,no,103,yes,no,cellular,17,apr,2053,2,317,1,other,0
5590,41,admin.,married,secondary,no,1395,yes,yes,cellular,11,may,85,1,308,2,failure,0
5591,55,management,married,primary,no,621,no,yes,cellular,2,feb,114,1,208,1,failure,1
5592,55,management,married,tertiary,no,1161,yes,no,cellular,20,nov,8,6,-1,0,unknown,0
5593,54,management,married,unknown,no,24,no,no,cellular,31,jul,12,10,-1,0,unknown,1
5594,55,retired,married,primary,no,2,no,no,unknown,27,jun,392,4,-1,0,unknown,0
5595,57,technician,married,secondary,no,295,no,no,cellular,19,aug,151,11,-1,0,unknown,0
5596,27,blue-collar,single,secondary,no,-208,yes,no,unknown,21,may,127,2,-1,0,unknown,0
5597,28,management,married,tertiary,no,258,no,yes,cellular,17,apr,93,1,-1,0,unknown,0
5598,51,management,divorced,tertiary,no,119,no,no,cellular,17,nov,200,1,165,2,failure,0
5599,27,management,single,secondary,no,967,yes,no,unknown,21,may,162,1,-1,0,unknown,1
5600,40,blue-collar,divorced,secondary,no,-90,yes,no,unknown,28,may,130,1,-1,0,unknown,0
5601,56,retired,married,secondary,no,0,no,no,cellular,26,jan,413,2,-1,0,unknown,0
5602,35,services,married,secondary,no,0,yes,no,cellular,30,jul,251,3,-1,0,unknown,0
5603,47,entrepreneur,divorced,secondary,no,392,yes,yes,cellular,19,nov,125,1,-1,0,unknown,1
5604,49,blue-collar,married,primary,no,23,yes,no,unknown,23,may,247,1,-1,0,unknown,0
5605,35,management,single,tertiary,no,2486,yes,no,cellular,25,may,265,1,-1,0,unknown,1
5606,50,admin.,divorced,secondary,no,81,no,yes,cellular,21,nov,64,1,-1,0,unknown,0
5607,55,housemaid,married,primary,no,1563,yes,no,cellular,17,nov,128,2,-1,0,unknown,0
5608,56,blue-collar,married,secondary,no,1602,yes,no,unknown,6,may,427,1,-1,0,unknown,0
5609,35,technician,single,secondary,no,2144,yes,no,unknown,13,may,188,2,-1,0,unknown,0
5610,42,blue-collar,married,secondary,no,273,no,no,unknown,12,jun,315,1,-1,0,unknown,0
5611,34,blue-collar,married,primary,no,455,yes,no,unknown,20,jun,372,3,-1,0,unknown,0
5612,40,services,single,secondary,no,1038,no,no,unknown,5,jun,741,1,-1,0,unknown,1
5613,33,services,married,secondary,no,-384,yes,no,cellular,9,jul,125,1,-1,0,unknown,0
5614,33,management,married,tertiary,no,307,no,no,unknown,16,may,806,4,-1,0,unknown,0
5615,59,retired,divorced,secondary,no,93,no,no,unknown,26,may,193,2,-1,0,unknown,0
5616,51,housemaid,divorced,primary,no,127,no,no,unknown,13,sep,69,1,-1,0,unknown,0
5617,47,services,married,secondary,no,-150,no,no,cellular,14,aug,52,4,-1,0,unknown,1
5618,48,management,married,tertiary,no,20718,yes,no,unknown,14,may,125,1,-1,0,unknown,0
5619,31,admin.,single,tertiary,no,-218,yes,no,unknown,2,jun,227,15,-1,0,unknown,0
5620,39,blue-collar,married,secondary,no,5222,yes,no,cellular,21,nov,239,2,177,1,failure,1
5621,52,admin.,married,secondary,no,484,yes,no,unknown,6,may,128,1,-1,0,unknown,0
5622,28,technician,single,tertiary,no,75,yes,yes,cellular,5,may,233,2,-1,0,unknown,0
5623,56,technician,divorced,secondary,no,1480,yes,yes,cellular,5,feb,576,1,-1,0,unknown,0
5624,47,services,married,secondary,no,1111,no,no,unknown,20,jun,415,4,-1,0,unknown,0
5625,77,retired,divorced,primary,no,639,no,no,telephone,16,apr,127,7,-1,0,unknown,0
5626,39,blue-collar,single,secondary,no,29,yes,no,unknown,7,may,214,2,-1,0,unknown,0
5627,31,services,single,secondary,no,6374,yes,no,unknown,23,may,922,2,-1,0,unknown,0
5628,39,management,married,secondary,no,363,yes,yes,cellular,17,jul,184,1,-1,0,unknown,0
5629,32,blue-collar,married,primary,no,-94,yes,yes,cellular,11,may,308,1,-1,0,unknown,1
5630,59,admin.,married,secondary,no,92,yes,no,cellular,12,may,139,2,350,1,failure,1
5631,42,unknown,married,unknown,no,222,no,no,cellular,26,aug,80,16,-1,0,unknown,0
5632,50,technician,married,primary,no,249,yes,no,unknown,6,may,129,1,-1,0,unknown,0
5633,44,services,married,secondary,no,1450,yes,no,cellular,14,apr,356,1,314,2,failure,0
5634,47,housemaid,married,tertiary,no,2290,no,no,cellular,15,apr,54,1,-1,0,unknown,0
5635,51,technician,married,tertiary,no,0,no,no,telephone,17,nov,81,1,-1,0,unknown,0
5636,34,technician,married,secondary,no,1026,no,no,cellular,12,nov,319,1,100,6,failure,0
5637,36,management,married,primary,no,3953,yes,no,cellular,19,nov,277,1,-1,0,unknown,0
5638,32,blue-collar,single,primary,no,1426,yes,no,cellular,20,nov,114,1,-1,0,unknown,1
5639,28,blue-collar,single,secondary,no,53,yes,no,cellular,13,may,93,1,-1,0,unknown,0
5640,34,management,married,tertiary,no,160,yes,yes,cellular,15,jul,130,1,-1,0,unknown,1
5641,40,management,single,tertiary,no,171,no,no,cellular,19,aug,1241,3,-1,0,unknown,0
5642,49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,-1,0,unknown,0
5643,30,self-employed,single,secondary,no,192,no,no,cellular,22,jul,423,1,-1,0,unknown,0
5644,56,self-employed,married,tertiary,yes,0,no,no,cellular,19,nov,122,1,-1,0,unknown,0
5645,28,management,single,tertiary,no,385,no,yes,cellular,9,feb,79,4,193,7,failure,0
5646,31,blue-collar,married,secondary,no,2591,yes,no,cellular,20,nov,55,1,-1,0,unknown,0
5647,28,blue-collar,single,secondary,no,39,no,no,cellular,31,jul,22,7,-1,0,unknown,0
5648,53,technician,married,primary,no,44,no,no,unknown,6,jun,256,1,-1,0,unknown,1
5649,38,management,married,tertiary,no,5432,yes,yes,cellular,17,apr,707,1,149,2,failure,0
5650,54,retired,divorced,tertiary,no,349,yes,no,cellular,12,may,176,2,175,1,failure,0
5651,36,management,single,tertiary,no,20,yes,no,cellular,20,apr,766,2,150,3,other,0
5652,60,retired,divorced,tertiary,no,381,yes,no,cellular,17,apr,208,2,344,4,failure,0
5653,40,management,married,secondary,no,4025,yes,no,cellular,15,jul,107,4,-1,0,unknown,0
5654,50,admin.,single,secondary,no,167,no,yes,cellular,28,jul,201,3,-1,0,unknown,0
5655,28,management,single,tertiary,no,278,no,yes,cellular,29,jan,194,1,-1,0,unknown,0
5656,33,blue-collar,married,secondary,no,263,yes,no,unknown,21,may,206,3,-1,0,unknown,1
5657,53,retired,married,secondary,no,4968,no,no,cellular,6,may,109,1,87,2,failure,0
5658,38,technician,married,secondary,no,581,yes,no,unknown,6,may,79,1,-1,0,unknown,0
5659,34,management,single,tertiary,no,682,no,no,cellular,27,aug,472,3,-1,0,unknown,0
5660,41,unknown,married,unknown,no,779,no,no,cellular,30,jul,647,10,-1,0,unknown,0
5661,64,retired,married,tertiary,no,2139,no,no,cellular,14,oct,632,2,-1,0,unknown,0
5662,45,management,married,secondary,no,5888,yes,no,unknown,26,may,45,5,-1,0,unknown,0
5663,38,technician,married,secondary,no,0,yes,yes,cellular,15,jul,146,4,-1,0,unknown,1
5664,57,management,married,tertiary,no,3431,yes,no,unknown,16,may,73,1,-1,0,unknown,0
5665,34,management,married,tertiary,no,188,no,no,cellular,5,may,399,1,-1,0,unknown,0
5666,36,blue-collar,single,primary,no,3214,yes,no,unknown,16,jun,124,2,-1,0,unknown,0
5667,30,admin.,married,secondary,no,873,yes,no,telephone,12,nov,119,1,167,3,success,0
5668,32,blue-collar,married,secondary,no,-32,yes,no,cellular,12,may,145,1,-1,0,unknown,0
5669,42,blue-collar,married,secondary,no,1958,yes,no,unknown,30,may,124,3,-1,0,unknown,0
5670,35,admin.,married,secondary,yes,76,no,yes,unknown,17,jun,107,1,-1,0,unknown,0
5671,42,technician,married,secondary,no,1013,no,yes,cellular,28,aug,117,8,-1,0,unknown,0
5672,50,entrepreneur,married,secondary,no,2731,no,no,cellular,8,aug,111,2,-1,0,unknown,0
5673,38,management,married,secondary,no,93,no,no,unknown,3,jul,515,2,-1,0,unknown,0
5674,38,self-employed,married,secondary,no,173,no,no,cellular,18,aug,205,4,-1,0,unknown,0
5675,55,management,married,primary,no,384,no,no,telephone,4,feb,75,1,-1,0,unknown,0
5676,60,housemaid,married,unknown,no,491,no,no,cellular,14,aug,503,4,-1,0,unknown,0
5677,33,management,married,tertiary,no,728,yes,no,cellular,13,aug,275,5,-1,0,unknown,0
5678,30,technician,single,secondary,no,411,yes,no,cellular,16,apr,948,1,-1,0,unknown,0
5679,30,management,single,tertiary,no,265,no,no,cellular,25,nov,295,1,93,3,success,0
5680,51,management,married,tertiary,no,-3,no,no,cellular,21,aug,79,2,-1,0,unknown,0
5681,37,management,married,tertiary,no,586,yes,no,cellular,11,jul,141,2,-1,0,unknown,0
5682,37,blue-collar,married,primary,no,-196,yes,no,unknown,26,may,166,2,-1,0,unknown,0
5683,45,blue-collar,married,primary,no,700,yes,no,telephone,13,may,29,4,-1,0,unknown,1
5684,37,blue-collar,married,secondary,no,-67,no,no,cellular,2,feb,157,1,-1,0,unknown,0
5685,48,management,married,tertiary,no,1600,no,no,cellular,18,nov,448,1,-1,0,unknown,0
5686,42,services,married,secondary,no,508,yes,no,unknown,30,may,70,1,-1,0,unknown,0
5687,49,technician,married,primary,no,486,no,no,telephone,7,jul,229,5,-1,0,unknown,0
5688,36,management,single,tertiary,no,243,yes,no,cellular,7,may,160,2,360,3,failure,0
5689,54,self-employed,married,secondary,no,203,yes,no,telephone,7,jul,238,8,-1,0,unknown,0
5690,52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,0
5691,30,management,married,tertiary,no,882,no,no,cellular,22,aug,102,6,-1,0,unknown,0
5692,37,blue-collar,married,secondary,no,2924,no,no,cellular,31,jul,74,2,-1,0,unknown,0
5693,31,unemployed,married,secondary,no,20,no,no,telephone,18,nov,52,1,-1,0,unknown,0
5694,26,admin.,married,secondary,no,1417,yes,no,unknown,6,jun,60,3,-1,0,unknown,0
5695,51,admin.,divorced,secondary,no,340,yes,no,unknown,8,may,186,1,-1,0,unknown,0
5696,34,services,single,secondary,no,4062,yes,yes,cellular,15,may,29,1,-1,0,unknown,0
5697,26,blue-collar,married,primary,no,133,no,yes,cellular,25,jul,57,3,-1,0,unknown,0
5698,32,management,single,tertiary,no,0,yes,yes,cellular,17,nov,107,2,-1,0,unknown,0
5699,38,services,married,secondary,no,8876,no,no,cellular,2,feb,280,1,75,1,failure,0
5700,52,admin.,married,secondary,no,423,yes,yes,cellular,20,oct,139,2,96,7,failure,0
5701,44,management,married,tertiary,no,58,yes,no,cellular,14,jul,72,3,-1,0,unknown,0
5702,31,services,married,secondary,no,5,yes,no,unknown,16,may,216,1,-1,0,unknown,0
5703,38,services,married,primary,no,175,no,no,unknown,17,jun,132,2,-1,0,unknown,0
5704,32,housemaid,married,primary,no,1349,yes,no,cellular,7,aug,132,2,-1,0,unknown,0
5705,41,blue-collar,married,primary,no,6596,yes,no,cellular,20,nov,88,1,-1,0,unknown,0
5706,48,management,married,tertiary,no,1741,yes,yes,telephone,18,nov,40,1,-1,0,unknown,0
5707,29,blue-collar,married,primary,no,25,yes,no,unknown,4,jun,188,2,-1,0,unknown,0
5708,41,management,married,tertiary,no,0,yes,no,unknown,13,may,161,1,-1,0,unknown,0
5709,49,management,married,tertiary,no,4374,yes,no,cellular,31,jul,68,3,-1,0,unknown,0
5710,40,management,married,tertiary,no,16,no,yes,cellular,9,feb,47,4,-1,0,unknown,0
5711,27,management,single,tertiary,no,574,yes,no,cellular,18,may,196,3,-1,0,unknown,0
5712,45,blue-collar,single,secondary,no,615,yes,no,cellular,15,may,133,1,-1,0,unknown,0
5713,48,entrepreneur,divorced,tertiary,no,0,yes,yes,unknown,20,jun,139,1,-1,0,unknown,0
5714,31,services,married,secondary,no,395,no,no,cellular,25,jul,174,3,-1,0,unknown,1
5715,45,blue-collar,married,primary,no,678,no,no,cellular,5,aug,104,3,-1,0,unknown,0
5716,43,housemaid,married,primary,no,25,no,no,cellular,12,aug,121,2,-1,0,unknown,0
5717,31,admin.,single,secondary,no,626,yes,no,unknown,21,may,211,1,-1,0,unknown,0
5718,37,management,married,tertiary,no,165,no,no,cellular,24,aug,315,1,83,1,other,0
5719,38,self-employed,married,secondary,no,746,no,no,unknown,20,jun,256,3,-1,0,unknown,1
5720,29,services,married,secondary,no,376,no,yes,telephone,28,jan,49,3,183,4,failure,0
5721,28,blue-collar,married,primary,no,-55,yes,no,unknown,7,may,361,2,-1,0,unknown,0
5722,55,housemaid,divorced,primary,no,0,no,no,unknown,20,jun,398,2,-1,0,unknown,0
5723,27,technician,divorced,secondary,no,21,yes,no,cellular,18,may,336,1,356,1,failure,1
5724,43,self-employed,married,tertiary,no,3003,no,no,cellular,8,aug,358,3,-1,0,unknown,0
5725,29,management,single,tertiary,no,92,no,no,cellular,2,jun,101,1,92,5,success,0
5726,52,technician,divorced,secondary,no,511,no,yes,cellular,20,aug,98,4,-1,0,unknown,0
5727,33,services,married,primary,no,6904,no,no,telephone,20,nov,114,2,-1,0,unknown,0
5728,27,services,single,secondary,no,795,no,no,cellular,6,feb,101,3,-1,0,unknown,1
5729,27,technician,single,secondary,no,0,no,no,cellular,6,feb,161,1,-1,0,unknown,0
5730,31,management,married,tertiary,no,166,no,no,cellular,25,aug,392,6,-1,0,unknown,0
5731,31,self-employed,married,secondary,no,157,yes,no,unknown,19,may,285,1,-1,0,unknown,0
5732,45,technician,divorced,secondary,no,0,no,no,cellular,26,aug,64,2,-1,0,unknown,1
5733,34,technician,single,secondary,no,0,no,no,cellular,28,aug,195,6,-1,0,unknown,0
5734,48,management,divorced,tertiary,no,174,no,no,cellular,6,aug,290,2,-1,0,unknown,0
5735,47,blue-collar,married,secondary,no,1536,yes,no,cellular,17,apr,41,1,301,4,other,0
5736,49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,0
5737,55,retired,divorced,tertiary,no,816,no,no,cellular,18,nov,113,3,-1,0,unknown,0
5738,51,management,single,tertiary,no,1202,yes,no,cellular,18,nov,99,1,-1,0,unknown,0
5739,37,management,single,tertiary,no,600,yes,no,cellular,17,nov,116,2,196,1,failure,0
5740,33,technician,divorced,secondary,yes,6,no,no,cellular,22,aug,239,2,-1,0,unknown,0
5741,33,blue-collar,married,unknown,no,2655,yes,no,cellular,21,nov,195,1,-1,0,unknown,0
5742,29,management,single,tertiary,no,499,yes,no,cellular,15,may,338,1,-1,0,unknown,1
5743,57,housemaid,divorced,primary,no,0,no,no,unknown,9,jun,97,1,-1,0,unknown,0
5744,60,retired,married,secondary,no,197,no,no,cellular,7,oct,1386,1,-1,0,unknown,0
5745,51,housemaid,married,primary,no,289,no,no,unknown,14,may,97,5,-1,0,unknown,0
5746,45,technician,single,tertiary,no,5336,no,no,unknown,28,may,99,2,-1,0,unknown,0
5747,45,admin.,married,secondary,no,434,no,no,cellular,26,aug,76,4,-1,0,unknown,0
5748,39,management,married,tertiary,no,691,yes,yes,cellular,16,apr,517,1,255,1,failure,0
5749,25,blue-collar,single,secondary,no,-250,yes,no,unknown,13,may,456,1,-1,0,unknown,0
5750,47,blue-collar,married,secondary,no,3696,yes,no,cellular,19,nov,635,3,170,2,failure,0
5751,34,blue-collar,married,secondary,no,2595,yes,yes,cellular,17,apr,126,1,336,2,other,0
5752,40,unemployed,married,secondary,no,1077,yes,yes,cellular,17,nov,148,2,-1,0,unknown,0
5753,48,blue-collar,divorced,secondary,no,501,yes,no,cellular,15,may,12,5,-1,0,unknown,1
5754,39,technician,single,tertiary,no,21,yes,no,unknown,23,may,58,1,-1,0,unknown,0
5755,38,services,married,secondary,no,797,yes,no,cellular,20,apr,62,4,-1,0,unknown,0
5756,32,services,single,secondary,no,1659,yes,no,unknown,30,may,120,6,-1,0,unknown,0
5757,27,entrepreneur,married,secondary,no,97,yes,yes,cellular,18,may,13,3,-1,0,unknown,0
5758,47,blue-collar,married,primary,no,2,yes,yes,cellular,20,nov,661,4,190,1,failure,1
5759,40,management,married,tertiary,no,384,no,no,cellular,20,apr,200,3,327,2,failure,0
5760,41,technician,married,tertiary,no,63,no,no,cellular,25,aug,36,3,-1,0,unknown,0
5761,40,admin.,married,secondary,no,1327,yes,yes,unknown,26,may,76,2,-1,0,unknown,0
5762,45,technician,married,secondary,no,3395,yes,no,cellular,18,nov,92,1,188,1,failure,0
5763,31,services,single,secondary,no,2038,yes,no,unknown,20,may,148,1,-1,0,unknown,1
5764,27,admin.,single,secondary,no,15,no,yes,cellular,21,jul,177,1,-1,0,unknown,0
5765,56,blue-collar,single,secondary,no,1187,yes,no,cellular,5,feb,47,2,-1,0,unknown,0
5766,39,admin.,married,secondary,no,3047,yes,no,cellular,11,may,279,1,370,2,failure,0
5767,52,management,married,tertiary,no,11650,yes,no,cellular,17,nov,48,1,-1,0,unknown,0
5768,58,management,single,tertiary,no,1387,yes,no,unknown,5,may,174,5,-1,0,unknown,0
5769,48,technician,single,tertiary,no,0,no,no,unknown,16,jun,73,4,-1,0,unknown,0
5770,33,blue-collar,single,secondary,no,1387,no,no,cellular,5,feb,185,1,-1,0,unknown,0
5771,38,services,divorced,secondary,no,446,yes,no,unknown,18,jun,373,4,-1,0,unknown,0
5772,42,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,unknown,0
5773,36,management,divorced,secondary,no,1655,yes,no,cellular,18,nov,155,2,-1,0,unknown,0
5774,35,technician,single,secondary,no,196,yes,no,cellular,21,nov,318,1,-1,0,unknown,0
5775,45,technician,single,tertiary,no,0,no,no,cellular,22,aug,87,4,-1,0,unknown,0
5776,51,technician,married,secondary,no,1327,no,no,cellular,7,jul,21,2,-1,0,unknown,0
5777,43,housemaid,married,primary,no,0,yes,no,cellular,25,aug,152,3,-1,0,unknown,0
5778,45,technician,divorced,tertiary,no,206,no,no,cellular,13,aug,376,4,-1,0,unknown,0
5779,30,admin.,single,secondary,no,523,no,yes,cellular,12,jun,136,3,101,1,success,0
5780,40,management,married,tertiary,no,0,no,no,cellular,22,aug,61,4,-1,0,unknown,0
5781,56,services,married,primary,no,444,yes,no,unknown,6,jun,432,1,-1,0,unknown,0
5782,48,management,divorced,tertiary,no,1401,yes,no,unknown,20,jun,72,3,-1,0,unknown,0
5783,32,admin.,married,secondary,no,205,no,no,cellular,18,jul,197,3,-1,0,unknown,0
5784,47,admin.,single,secondary,no,3957,yes,no,telephone,11,may,58,3,334,3,other,0
5785,30,technician,single,secondary,no,9645,no,yes,cellular,26,aug,130,10,-1,0,unknown,0
5786,37,management,married,tertiary,no,620,yes,no,cellular,17,nov,93,3,-1,0,unknown,0
5787,52,blue-collar,single,secondary,no,1541,yes,no,unknown,14,may,243,1,-1,0,unknown,0
5788,49,retired,married,primary,no,-37,no,no,unknown,4,jul,191,2,-1,0,unknown,0
5789,53,management,married,tertiary,no,-601,yes,no,unknown,30,may,509,2,-1,0,unknown,0
5790,53,services,married,secondary,no,197,yes,no,cellular,17,apr,307,1,-1,0,unknown,0
5791,34,technician,divorced,secondary,no,-276,yes,no,unknown,29,may,175,3,-1,0,unknown,0
5792,40,admin.,married,secondary,no,824,yes,no,cellular,17,apr,359,1,-1,0,unknown,0
5793,39,services,married,secondary,no,636,yes,no,telephone,12,may,15,1,-1,0,unknown,1
5794,33,blue-collar,married,secondary,no,19,yes,no,cellular,4,feb,56,1,271,1,other,0
5795,41,blue-collar,married,secondary,no,641,yes,no,unknown,13,may,161,1,-1,0,unknown,0
5796,31,management,single,tertiary,no,2983,yes,no,cellular,2,jul,153,1,-1,0,unknown,0
5797,45,services,divorced,secondary,no,0,yes,yes,cellular,21,nov,173,1,192,1,failure,0
5798,23,admin.,single,secondary,no,252,yes,no,cellular,15,may,56,1,-1,0,unknown,0
5799,51,management,divorced,tertiary,no,119,no,no,unknown,5,jun,112,2,-1,0,unknown,1
5800,34,management,single,tertiary,no,171,yes,no,cellular,7,may,191,1,294,1,failure,0
5801,36,management,married,tertiary,no,0,yes,no,unknown,27,may,145,2,-1,0,unknown,0
5802,42,admin.,divorced,secondary,no,-249,yes,no,cellular,14,jul,149,3,-1,0,unknown,0
5803,33,management,married,tertiary,no,455,yes,yes,unknown,29,may,122,10,-1,0,unknown,1
5804,46,management,married,secondary,no,10,yes,no,cellular,29,jul,122,7,-1,0,unknown,0
5805,37,admin.,married,secondary,no,529,yes,no,cellular,16,sep,234,1,149,2,other,0
5806,33,management,single,tertiary,no,1859,yes,no,cellular,30,jan,1169,4,-1,0,unknown,0
5807,30,admin.,single,secondary,no,613,yes,no,cellular,17,apr,180,2,302,1,failure,0
5808,53,technician,divorced,secondary,no,751,yes,no,unknown,16,may,343,4,-1,0,unknown,1
5809,46,management,married,secondary,no,0,no,no,cellular,27,aug,38,6,-1,0,unknown,0
5810,35,management,married,tertiary,no,1471,yes,yes,cellular,13,aug,236,3,-1,0,unknown,0
5811,36,technician,single,secondary,no,7503,yes,no,unknown,4,jun,25,1,-1,0,unknown,0
5812,46,technician,married,secondary,no,68,yes,yes,unknown,16,jun,87,3,-1,0,unknown,0
5813,31,blue-collar,single,secondary,no,530,no,yes,cellular,18,nov,251,2,-1,0,unknown,0
5814,52,management,married,tertiary,no,1319,yes,no,cellular,17,nov,113,1,-1,0,unknown,0
5815,48,admin.,single,secondary,no,479,yes,yes,unknown,18,jun,533,3,-1,0,unknown,0
5816,45,blue-collar,married,primary,no,360,no,no,unknown,20,jun,98,2,-1,0,unknown,0
